event_id,timestamp,user_id,user_name,department,platform,file_accessed,time_gap_sec,activity_rate_per_hr,ewma_previous,ewma_new,ewma_deviation,ewma_anomaly_flagged,lstm_score,isolation_forest_score,hybrid_anomaly_score,hybrid_anomaly_flagged,pii_sensitivity_score,sbrs_value,sbrs_category,base_action,hybrid_action,is_true_threat,ewma_correct,hybrid_correct
ANOM-04493,2026-04-20 04:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,runbook_01.png,3600,1.0,1.416,1.2909,-0.2936,False,0.2956,0.1998,0.2238,False,29,0.4523,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04495,2026-04-20 06:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,customer_list_46.pdf,7200,1.0,1.291,1.2036,-0.2253,False,0.2129,0.1266,0.1482,False,67,0.9182,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04496,2026-04-20 07:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,salary_band_47.docx,3600,1.0,1.204,1.1425,-0.1692,False,0.5023,0.4317,0.4494,False,59,1.2529,SENSITIVE,PERMIT,ALERT,False,True,True
ANOM-04497,2026-04-20 08:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,vendor_contract_52.xlsx,3600,5.0,1.143,2.2998,3.3762,True,0.4723,0.0041,0.1211,False,58,0.7556,SAFE,BLOCK,PERMIT,False,False,True
ANOM-04498,2026-04-20 09:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,template_87.xlsx,3600,12.0,2.3,5.2098,4.2179,True,0.2722,0.3043,0.2963,False,4,0.0696,SAFE,BLOCK,PERMIT,False,False,True
ANOM-04499,2026-04-20 10:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,onboarding_guide_35.xlsx,3600,8.0,5.21,6.0469,0.5356,False,0.0493,0.0,0.0123,False,31,0.3195,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04500,2026-04-20 11:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,team_sync_93.png,3600,17.0,6.047,9.3328,1.8114,False,0.0,0.2701,0.2026,False,18,0.2712,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04501,2026-04-20 12:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,customer_list_58.pdf,3600,5.0,9.333,8.033,-0.4643,False,0.0,0.0,0.0,False,57,0.57,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04502,2026-04-20 13:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,financials_q_31.xlsx,3600,9.0,8.033,8.3231,0.1204,False,0.0,0.1744,0.1308,False,52,0.69,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04503,2026-04-20 14:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,onboarding_guide_32.xlsx,3600,19.0,8.323,11.5262,1.2828,False,0.0,0.1063,0.0797,False,31,0.3718,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04504,2026-04-20 15:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,roadmap_43.csv,3600,11.0,11.526,11.3683,-0.0456,False,0.0,0.2559,0.1919,False,32,0.4735,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04505,2026-04-20 16:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,financials_q_42.pdf,3600,9.0,11.368,10.6578,-0.2083,False,0.0,0.0,0.0,False,46,0.46,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04506,2026-04-20 17:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,team_sync_31.csv,3600,9.0,10.658,10.1605,-0.1555,False,0.0,0.0188,0.0141,False,36,0.3727,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04507,2026-04-20 18:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,vendor_contract_18.csv,3600,8.0,10.16,9.5123,-0.2126,False,0.0,0.1094,0.082,False,66,0.7953,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04508,2026-04-20 19:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,runbook_55.xlsx,3600,7.0,9.512,8.7586,-0.2641,False,0.0,0.0819,0.0614,False,22,0.2538,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04509,2026-04-20 20:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,team_sync_39.csv,3600,2.0,8.759,6.731,-0.7717,False,0.0438,0.0152,0.0224,False,26,0.2746,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04513,2026-04-21 00:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,brochure_48.png,14400,1.0,6.731,5.0117,-0.8514,False,0.0673,0.2743,0.2225,False,6,0.0934,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04519,2026-04-21 06:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,public_faq_46.pdf,21600,1.0,5.012,3.8082,-0.8005,False,0.1205,0.2082,0.1863,False,6,0.0879,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04520,2026-04-21 07:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,sprint_notes_47.pdf,3600,3.0,3.808,3.5657,-0.2122,False,0.1316,0.0,0.0329,False,23,0.2489,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04521,2026-04-21 08:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,press_release_93.docx,3600,3.0,3.566,3.396,-0.1587,False,0.1379,0.1165,0.1218,False,12,0.1565,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04522,2026-04-21 09:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,vendor_contract_15.pdf,3600,15.0,3.396,6.8772,3.4169,True,0.0968,0.1764,0.1565,False,52,0.7234,SAFE,BLOCK,PERMIT,False,False,True
ANOM-04523,2026-04-21 10:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,brochure_76.xlsx,3600,7.0,6.877,6.9141,0.0179,False,0.0367,0.2658,0.2085,False,11,0.1673,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04524,2026-04-21 11:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,customer_list_48.pdf,3600,10.0,6.914,7.8398,0.4463,False,0.0,0.2322,0.1742,False,50,0.7178,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04525,2026-04-21 12:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,financials_q_09.docx,3600,3.0,7.84,6.3879,-0.6173,False,0.0384,0.3849,0.2983,False,59,1.03,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04526,2026-04-21 13:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,sprint_notes_37.csv,3600,7.0,6.388,6.5715,0.0958,False,0.0,0.0726,0.0544,False,28,0.3181,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04527,2026-04-21 14:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,logo_pack_13.docx,3600,5.0,6.572,6.1001,-0.2391,False,0.0,0.2853,0.214,False,7,0.1074,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04528,2026-04-21 15:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,template_17.docx,3600,10.0,6.1,7.27,0.6393,False,0.0,0.4952,0.3714,False,8,0.1543,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04529,2026-04-21 16:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,team_sync_83.pdf,3600,10.0,7.27,8.089,0.3755,False,0.0,0.0,0.0,False,35,0.35,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04530,2026-04-21 17:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,vendor_contract_04.docx,3600,16.0,8.089,10.4623,0.978,False,0.0517,0.4427,0.345,False,64,1.192,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04531,2026-04-21 18:00:00,USR009,Gabrielle Davis,Engineering,Microsoft OneDrive,roadmap_38.pdf,3600,5.0,10.462,8.8236,-0.5221,False,0.0,0.0303,0.0227,False,26,0.2748,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04968,2026-04-18 23:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,press_release_83.png,21600,1.0,2.683,2.1778,-0.6272,False,0.0119,0.2978,0.2263,False,1,0.0157,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04969,2026-04-19 00:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,financials_q_70.png,3600,1.0,2.178,1.8244,-0.5408,False,0.1056,0.1858,0.1658,False,61,0.8628,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04972,2026-04-19 03:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,team_sync_14.csv,10800,2.0,1.824,1.8771,0.0962,False,0.0358,0.0,0.0089,False,31,0.3169,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04974,2026-04-19 05:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,roadmap_39.png,7200,1.0,1.877,1.614,-0.4673,False,0.0245,0.0,0.0061,False,23,0.2335,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04976,2026-04-19 07:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,public_faq_90.pdf,7200,1.0,1.614,1.4298,-0.3804,False,0.0428,0.0,0.0107,False,0,0.0,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04979,2026-04-19 10:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,onboarding_guide_04.docx,10800,3.0,1.43,1.9008,1.0982,False,0.0654,0.0,0.0163,False,34,0.3539,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04981,2026-04-19 12:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,roadmap_36.xlsx,7200,4.0,1.901,2.5306,1.1043,False,0.0239,0.0,0.006,False,31,0.3146,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04983,2026-04-19 14:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,logo_pack_79.xlsx,7200,2.0,2.531,2.3714,-0.2097,False,0.0562,0.0,0.0141,False,10,0.1035,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04984,2026-04-19 15:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,onboarding_guide_81.docx,3600,4.0,2.371,2.86,0.6868,False,0.0352,0.0,0.0088,False,24,0.2453,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04985,2026-04-19 16:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,roadmap_31.png,3600,2.0,2.86,2.602,-0.3007,False,0.0446,0.0,0.0112,False,24,0.2467,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04986,2026-04-19 17:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,salary_band_83.docx,3600,3.0,2.602,2.7214,0.153,False,0.0897,0.0,0.0224,False,63,0.6653,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04987,2026-04-19 18:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,sprint_notes_51.pdf,3600,3.0,2.721,2.805,0.1024,False,0.1132,0.1626,0.1503,False,32,0.4402,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04988,2026-04-19 19:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,sprint_notes_43.docx,3600,1.0,2.805,2.2635,-0.6435,False,0.4706,0.6184,0.5815,False,22,0.5398,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04989,2026-04-19 20:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,logo_pack_54.pdf,3600,1.0,2.263,1.8844,-0.5582,False,0.327,0.1679,0.2077,False,5,0.076,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04993,2026-04-20 00:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,runbook_07.docx,14400,1.0,1.884,1.6191,-0.4693,False,0.0748,0.0,0.0187,False,37,0.3873,SAFE,PERMIT,PERMIT,False,True,True
ANOM-04996,2026-04-20 03:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,runbook_13.xlsx,10800,2.0,1.619,1.7334,0.2352,False,0.0217,0.0027,0.0074,False,29,0.2954,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05000,2026-04-20 07:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,public_faq_73.pdf,14400,6.0,1.733,3.0134,2.4615,False,0.0678,0.0,0.0169,False,2,0.0208,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05001,2026-04-20 08:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,salary_band_97.docx,3600,16.0,3.013,6.9094,4.3097,True,0.1119,0.0,0.028,False,69,0.7383,SAFE,BLOCK,PERMIT,False,False,True
ANOM-05002,2026-04-20 09:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,runbook_88.pdf,3600,36.0,6.909,15.6365,4.2103,True,0.0875,0.0,0.0219,False,36,0.3797,SAFE,BLOCK,PERMIT,False,False,True
ANOM-05003,2026-04-20 10:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,team_sync_70.pdf,3600,17.0,15.637,16.0456,0.0872,False,0.0037,0.0,0.0009,False,32,0.3207,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05004,2026-04-20 11:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,brochure_04.docx,3600,6.0,16.046,13.0319,-0.6261,False,0.0109,0.0,0.0027,False,0,0.0,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05005,2026-04-20 12:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,runbook_21.xlsx,3600,14.0,13.032,13.3223,0.0743,False,0.02,0.0016,0.0062,False,31,0.3148,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05006,2026-04-20 13:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,customer_list_95.xlsx,3600,37.0,13.322,20.4256,1.7773,False,0.0417,0.0877,0.0762,False,56,0.6667,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05007,2026-04-20 14:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,sprint_notes_90.docx,3600,29.0,20.426,22.9979,0.4198,False,0.0,0.0,0.0,False,36,0.36,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05008,2026-04-20 15:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,template_91.xlsx,3600,21.0,22.998,22.3986,-0.0869,False,0.0,0.0055,0.0041,False,12,0.1212,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05009,2026-04-20 16:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,onboarding_guide_47.pdf,3600,10.0,22.399,18.679,-0.5535,False,0.0,0.0,0.0,False,27,0.27,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05010,2026-04-20 17:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,public_faq_79.xlsx,3600,31.0,18.679,22.3753,0.6596,False,0.0096,0.131,0.1007,False,14,0.1752,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05011,2026-04-20 18:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,financials_q_29.docx,3600,13.0,22.375,19.5627,-0.419,False,0.0,0.0,0.0,False,65,0.65,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05012,2026-04-20 19:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,roadmap_51.png,3600,2.0,19.563,14.2939,-0.8978,False,0.0,0.0,0.0,False,39,0.39,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05013,2026-04-20 20:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,runbook_70.png,3600,2.0,14.294,10.6057,-0.8601,False,0.0,0.0,0.0,False,35,0.35,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05017,2026-04-21 00:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,logo_pack_16.csv,14400,1.0,10.606,7.724,-0.9057,False,0.1665,0.4889,0.4083,False,5,0.101,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05019,2026-04-21 02:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,press_release_90.csv,7200,1.0,7.724,5.7068,-0.8705,False,0.0223,0.0,0.0056,False,5,0.0507,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05020,2026-04-21 03:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,roadmap_52.pdf,3600,1.0,5.707,4.2948,-0.8248,False,0.0,0.0,0.0,False,38,0.38,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05023,2026-04-21 06:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,runbook_03.docx,10800,1.0,4.295,3.3063,-0.7672,False,0.0,0.0,0.0,False,20,0.2,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05024,2026-04-21 07:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,onboarding_guide_21.png,3600,3.0,3.306,3.2144,-0.0927,False,0.0,0.0,0.0,False,27,0.27,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05025,2026-04-21 08:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,team_sync_02.pdf,3600,18.0,3.214,7.6501,4.5997,True,0.0,0.0,0.0,False,26,0.26,SAFE,BLOCK,PERMIT,False,False,True
ANOM-05026,2026-04-21 09:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,team_sync_96.pdf,3600,23.0,7.65,12.2551,2.0065,False,0.0,0.0,0.0,False,30,0.3,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05027,2026-04-21 10:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,logo_pack_08.xlsx,3600,31.0,12.255,17.8786,1.5296,False,0.0,0.0689,0.0516,False,14,0.1581,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05028,2026-04-21 11:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,public_faq_44.docx,3600,11.0,17.879,15.815,-0.3847,False,0.0,0.0697,0.0523,False,16,0.1809,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05029,2026-04-21 12:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,runbook_03.png,3600,18.0,15.815,16.4705,0.1382,False,0.0,0.0,0.0,False,23,0.23,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05030,2026-04-21 13:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,salary_band_01.pdf,3600,20.0,16.47,17.5293,0.2143,False,0.0435,0.4001,0.3109,False,67,1.1908,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05031,2026-04-21 14:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,runbook_22.xlsx,3600,29.0,17.529,20.9705,0.6544,False,0.0,0.0,0.0,False,13,0.13,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05032,2026-04-21 15:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,public_faq_13.png,3600,12.0,20.971,18.2794,-0.4278,False,0.0,0.0092,0.0069,False,2,0.0203,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05033,2026-04-21 16:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,vendor_contract_64.csv,3600,16.0,18.279,17.5956,-0.1247,False,0.0,0.0,0.0,False,55,0.55,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05034,2026-04-21 17:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,brochure_70.docx,3600,19.0,17.596,18.0169,0.0798,False,0.0,0.0895,0.0671,False,8,0.0934,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05035,2026-04-21 18:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,team_sync_83.csv,3600,9.0,18.017,15.3118,-0.5005,False,0.0,0.0,0.0,False,24,0.24,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05036,2026-04-21 19:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,team_sync_06.xlsx,3600,5.0,15.312,12.2183,-0.6735,False,0.4765,0.4397,0.4489,False,23,0.4881,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05037,2026-04-21 20:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,onboarding_guide_68.png,3600,4.0,12.218,9.7528,-0.6726,False,0.082,0.0,0.0205,False,20,0.2102,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05039,2026-04-21 22:00:00,USR010,Ryan Munoz,Sales,Microsoft OneDrive,board_minutes_22.xlsx,7200,1.0,9.753,7.127,-0.8975,False,0.0417,0.2421,0.192,False,90,1.332,SENSITIVE,PERMIT,ALERT,False,True,True
ANOM-05474,2026-04-19 01:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,salary_band_37.png,21600,1.0,2.592,2.1144,-0.6142,False,0.0026,0.0,0.0006,False,45,0.4507,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05479,2026-04-19 06:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,board_minutes_03.png,18000,1.0,2.114,1.7801,-0.5271,False,0.0482,0.0,0.012,False,79,0.8137,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05483,2026-04-19 10:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,vendor_contract_06.csv,14400,1.0,1.78,1.5461,-0.4382,False,0.0087,0.2409,0.1829,False,52,0.7578,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05485,2026-04-19 12:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,audit_report_40.pdf,7200,4.0,1.546,2.2822,1.5872,False,0.0741,0.0,0.0185,False,88,0.9207,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05486,2026-04-19 13:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,customer_list_61.docx,3600,3.0,2.282,2.4976,0.3145,False,0.0644,0.0,0.0161,False,68,0.7074,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05488,2026-04-19 15:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,customer_list_33.docx,7200,6.0,2.498,3.5483,1.4023,False,0.0736,0.0,0.0184,False,59,0.6171,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05490,2026-04-19 17:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,onboarding_guide_25.png,7200,1.0,3.548,2.7838,-0.7182,False,0.0648,0.0,0.0162,False,32,0.333,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05491,2026-04-19 18:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,salary_band_75.pdf,3600,1.0,2.784,2.2487,-0.6408,False,0.0401,0.0,0.01,False,52,0.533,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05495,2026-04-19 22:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,board_minutes_88.csv,14400,1.0,2.249,1.8741,-0.5553,False,0.0728,0.0746,0.0742,False,90,1.0669,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05497,2026-04-20 00:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,vendor_contract_67.docx,7200,1.0,1.874,1.6118,-0.4664,False,0.0133,0.0,0.0033,False,71,0.7159,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05498,2026-04-20 01:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,financials_q_70.pdf,3600,1.0,1.612,1.4283,-0.3796,False,0.0,0.0,0.0,False,54,0.54,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05504,2026-04-20 07:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,sprint_notes_67.png,21600,2.0,1.428,1.5998,0.4003,False,0.0,0.0,0.0,False,23,0.23,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05505,2026-04-20 08:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,team_sync_51.xlsx,3600,13.0,1.6,5.0199,7.126,True,0.0637,0.0,0.0159,False,38,0.3951,SAFE,BLOCK,PERMIT,False,False,True
ANOM-05506,2026-04-20 09:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,board_minutes_54.pdf,3600,20.0,5.02,9.5139,2.9842,True,0.079,0.2085,0.1761,False,86,1.2386,SENSITIVE,BLOCK,ALERT,False,False,True
ANOM-05507,2026-04-20 10:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,customer_list_59.xlsx,3600,19.0,9.514,12.3597,0.9971,False,0.0,0.0,0.0,False,58,0.58,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05508,2026-04-20 11:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,customer_list_73.docx,3600,14.0,12.36,12.8518,0.1327,False,0.0,0.1476,0.1107,False,71,0.9065,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05509,2026-04-20 12:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,board_minutes_10.xlsx,3600,18.0,12.852,14.3963,0.4006,False,0.0094,0.2042,0.1555,False,74,1.0277,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05510,2026-04-20 13:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,pentest_findings_84.csv,3600,26.0,14.396,17.8774,0.806,False,0.0077,0.1432,0.1093,False,77,0.9804,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05511,2026-04-20 14:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,onboarding_guide_22.pdf,3600,20.0,17.877,18.5142,0.1187,False,0.0,0.0,0.0,False,24,0.24,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05512,2026-04-20 15:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,sprint_notes_92.csv,3600,25.0,18.514,20.4599,0.3503,False,0.0,0.0,0.0,False,31,0.31,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05513,2026-04-20 16:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,vendor_contract_26.pdf,3600,18.0,20.46,19.7219,-0.1202,False,0.0,0.0,0.0,False,57,0.57,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05514,2026-04-20 17:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,team_sync_58.csv,3600,22.0,19.722,20.4054,0.1155,False,0.0,0.0,0.0,False,28,0.28,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05515,2026-04-20 18:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,onboarding_guide_70.xlsx,3600,12.0,20.405,17.8838,-0.4119,False,0.0,0.0,0.0,False,22,0.22,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05516,2026-04-20 19:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,customer_list_66.png,3600,1.0,17.884,12.8186,-0.9441,False,0.0,0.0204,0.0153,False,64,0.6645,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05517,2026-04-20 20:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,financials_q_39.csv,3600,2.0,12.819,9.573,-0.844,False,0.0,0.0,0.0,False,63,0.63,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05519,2026-04-20 22:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,roadmap_51.docx,7200,1.0,9.573,7.0011,-0.8955,False,0.0,0.0,0.0,False,26,0.26,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05520,2026-04-20 23:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,financials_q_45.docx,3600,1.0,7.001,5.2008,-0.8572,False,0.0,0.0,0.0,False,65,0.65,SAFE,PERMIT,PERMIT,False,True,True
ANOM-05521,2026-04-21 00:00:00,USR011,Monica Herrera,Finance,Microsoft OneDrive,sprint_notes_33.pdf,3600,1.0,5.201,3.9406,-0.8077,False,0.0,0.0047,0.0035,False,39,0.3934,SAFE,PERMIT,PERMIT,False,True,True
